Таблица данных:
theta_rad    theta_deg    F(theta)    D(theta)    D(theta)_dB
1.893756e+00  108.504240  9.482926e-01  1.348932e+00  1.299900
1.895328e+00  108.594285  9.477926e-01  1.347510e+00  1.295319
1.896899e+00  108.684330  9.472902e-01  1.346082e+00  1.290714
1.898471e+00  108.774375  9.467855e-01  1.344648e+00  1.286085
1.900043e+00  108.864420  9.462785e-01  1.343208e+00  1.281432
1.901614e+00  108.954465  9.457691e-01  1.341762e+00  1.276755
1.903186e+00  109.044510  9.452574e-01  1.340311e+00  1.272054
1.904757e+00  109.134555  9.447433e-01  1.338853e+00  1.267330
1.906329e+00  109.224600  9.442270e-01  1.337390e+00  1.262581
1.907900e+00  109.314645  9.437082e-01  1.335921e+00  1.257808
1.909472e+00  109.404690  9.431872e-01  1.334446e+00  1.253011
1.911044e+00  109.494735  9.426638e-01  1.332966e+00  1.248190
1.912615e+00  109.584780  9.421381e-01  1.331479e+00  1.243344
1.914187e+00  109.674825  9.416101e-01  1.329987e+00  1.238475
1.915758e+00  109.764870  9.410797e-01  1.328489e+00  1.233581
1.917330e+00  109.854915  9.405470e-01  1.326986e+00  1.228663
1.918902e+00  109.944960  9.400120e-01  1.325477e+00  1.223721
1.920473e+00  110.035005  9.394747e-01  1.323962e+00  1.218755
1.922045e+00  110.125050  9.389351e-01  1.322441e+00  1.213764
1.923616e+00  110.215095  9.383931e-01  1.320915e+00  1.208749
1.925188e+00  110.305140  9.378488e-01  1.319383e+00  1.203709
1.926759e+00  110.395185  9.373022e-01  1.317846e+00  1.198646
1.928331e+00  110.485230  9.367533e-01  1.316303e+00  1.193557
1.929903e+00  110.575275  9.362021e-01  1.314754e+00  1.188445
1.931474e+00  110.665320  9.356485e-01  1.313200e+00  1.183307
1.933046e+00  110.755364  9.350927e-01  1.311640e+00  1.178146
1.934617e+00  110.845409  9.345345e-01  1.310074e+00  1.172960
1.936189e+00  110.935454  9.339740e-01  1.308503e+00  1.167749
1.937761e+00  111.025499  9.334112e-01  1.306927e+00  1.162513
1.939332e+00  111.115544  9.328462e-01  1.305345e+00  1.157253
1.940904e+00  111.205589  9.322788e-01  1.303758e+00  1.151969
1.942475e+00  111.295634  9.317091e-01  1.302165e+00  1.146659
1.944047e+00  111.385679  9.311371e-01  1.300566e+00  1.141325
1.945618e+00  111.475724  9.305628e-01  1.298963e+00  1.135967
1.947190e+00  111.565769  9.299862e-01  1.297353e+00  1.130583
1.948762e+00  111.655814  9.294073e-01  1.295739e+00  1.125175
1.950333e+00  111.745859  9.288261e-01  1.294119e+00  1.119741
1.951905e+00  111.835904  9.282427e-01  1.292493e+00  1.114283
1.953476e+00  111.925949  9.276569e-01  1.290863e+00  1.108800
1.955048e+00  112.015994  9.270688e-01  1.289227e+00  1.103292
1.956619e+00  112.106039  9.264785e-01  1.287585e+00  1.097759
1.958191e+00  112.196084  9.258858e-01  1.285938e+00  1.092201
1.959763e+00  112.286129  9.252909e-01  1.284286e+00  1.086619
1.961334e+00  112.376174  9.246937e-01  1.282629e+00  1.081011
1.962906e+00  112.466219  9.240942e-01  1.280966e+00  1.075378
1.964477e+00  112.556264  9.234924e-01  1.279299e+00  1.069719
1.966049e+00  112.646309  9.228883e-01  1.277626e+00  1.064036
1.967621e+00  112.736354  9.222820e-01  1.275947e+00  1.058327
1.969192e+00  112.826399  9.216734e-01  1.274264e+00  1.052594
1.970764e+00  112.916444  9.210625e-01  1.272575e+00  1.046835
1.972335e+00  113.006489  9.204493e-01  1.270881e+00  1.041050
1.973907e+00  113.096534  9.198339e-01  1.269183e+00  1.035241
1.975478e+00  113.186579  9.192162e-01  1.267478e+00  1.029406
1.977050e+00  113.276624  9.185962e-01  1.265769e+00  1.023545
1.978622e+00  113.366668  9.179739e-01  1.264055e+00  1.017660
1.980193e+00  113.456713  9.173494e-01  1.262336e+00  1.011748
1.981765e+00  113.546758  9.167226e-01  1.260611e+00  1.005812
1.983336e+00  113.636803  9.160936e-01  1.258882e+00  0.999849
1.984908e+00  113.726848  9.154622e-01  1.257147e+00  0.993861
1.986480e+00  113.816893  9.148287e-01  1.255408e+00  0.987848
1.988051e+00  113.906938  9.141928e-01  1.253663e+00  0.981809
1.989623e+00  113.996983  9.135547e-01  1.251914e+00  0.975744
1.991194e+00  114.087028  9.129144e-01  1.250159e+00  0.969654
1.992766e+00  114.177073  9.122718e-01  1.248400e+00  0.963537
1.994337e+00  114.267118  9.116269e-01  1.246636e+00  0.957396
1.995909e+00  114.357163  9.109798e-01  1.244866e+00  0.951228
1.997481e+00  114.447208  9.103304e-01  1.243092e+00  0.945034
1.999052e+00  114.537253  9.096788e-01  1.241313e+00  0.938815
2.000624e+00  114.627298  9.090250e-01  1.239530e+00  0.932569
2.002195e+00  114.717343  9.083689e-01  1.237741e+00  0.926298
2.003767e+00  114.807388  9.077105e-01  1.235947e+00  0.920000
2.005339e+00  114.897433  9.070499e-01  1.234149e+00  0.913677
2.006910e+00  114.987478  9.063871e-01  1.232346e+00  0.907327
2.008482e+00  115.077523  9.057220e-01  1.230538e+00  0.900952
2.010053e+00  115.167568  9.050547e-01  1.228726e+00  0.894550
2.011625e+00  115.257613  9.043852e-01  1.226908e+00  0.888122
2.013196e+00  115.347658  9.037134e-01  1.225086e+00  0.881667
2.014768e+00  115.437703  9.030394e-01  1.223260e+00  0.875187
2.016340e+00  115.527748  9.023632e-01  1.221428e+00  0.868680
2.017911e+00  115.617793  9.016847e-01  1.219592e+00  0.862147
2.019483e+00  115.707838  9.010040e-01  1.217752e+00  0.855587
2.021054e+00  115.797883  9.003211e-01  1.215906e+00  0.849001
2.022626e+00  115.887927  8.996360e-01  1.214057e+00  0.842389
2.024197e+00  115.977972  8.989486e-01  1.212202e+00  0.835750
2.025769e+00  116.068017  8.982590e-01  1.210343e+00  0.829085
2.027341e+00  116.158062  8.975672e-01  1.208479e+00  0.822392
2.028912e+00  116.248107  8.968732e-01  1.206611e+00  0.815674
2.030484e+00  116.338152  8.961770e-01  1.204739e+00  0.808928
2.032055e+00  116.428197  8.954785e-01  1.202861e+00  0.802156
2.033627e+00  116.518242  8.947779e-01  1.200980e+00  0.795357
2.035199e+00  116.608287  8.940750e-01  1.199094e+00  0.788532
2.036770e+00  116.698332  8.933699e-01  1.197203e+00  0.781679
2.038342e+00  116.788377  8.926626e-01  1.195308e+00  0.774800
2.039913e+00  116.878422  8.919531e-01  1.193409e+00  0.767894
2.041485e+00  116.968467  8.912414e-01  1.191505e+00  0.760960
2.043056e+00  117.058512  8.905275e-01  1.189597e+00  0.754000
2.044628e+00  117.148557  8.898115e-01  1.187685e+00  0.747013
2.046200e+00  117.238602  8.890932e-01  1.185768e+00  0.739998
2.047771e+00  117.328647  8.883727e-01  1.183847e+00  0.732957
2.049343e+00  117.418692  8.876500e-01  1.181922e+00  0.725888
2.050914e+00  117.508737  8.869251e-01  1.179992e+00  0.718792
2.052486e+00  117.598782  8.861981e-01  1.178059e+00  0.711669
2.054058e+00  117.688827  8.854688e-01  1.176120e+00  0.704518
2.055629e+00  117.778872  8.847374e-01  1.174178e+00  0.697340
2.057201e+00  117.868917  8.840037e-01  1.172232e+00  0.690135
2.058772e+00  117.958962  8.832679e-01  1.170281e+00  0.682902
2.060344e+00  118.049007  8.825299e-01  1.168326e+00  0.675642
2.061915e+00  118.139052  8.817898e-01  1.166367e+00  0.668354
2.063487e+00  118.229097  8.810474e-01  1.164404e+00  0.661038
2.065059e+00  118.319142  8.803029e-01  1.162437e+00  0.653695
2.066630e+00  118.409187  8.795562e-01  1.160466e+00  0.646325
2.068202e+00  118.499231  8.788073e-01  1.158491e+00  0.638926
2.069773e+00  118.589276  8.780563e-01  1.156512e+00  0.631500
2.071345e+00  118.679321  8.773031e-01  1.154528e+00  0.624046
2.072916e+00  118.769366  8.765477e-01  1.152541e+00  0.616564
2.074488e+00  118.859411  8.757902e-01  1.150550e+00  0.609054
2.076060e+00  118.949456  8.750305e-01  1.148555e+00  0.601516
2.077631e+00  119.039501  8.742686e-01  1.146555e+00  0.593950
2.079203e+00  119.129546  8.735046e-01  1.144552e+00  0.586356
2.080774e+00  119.219591  8.727384e-01  1.142545e+00  0.578734
2.082346e+00  119.309636  8.719700e-01  1.140534e+00  0.571084
2.083918e+00  119.399681  8.711995e-01  1.138520e+00  0.563406
2.085489e+00  119.489726  8.704269e-01  1.136501e+00  0.555699
2.087061e+00  119.579771  8.696521e-01  1.134479e+00  0.547964
2.088632e+00  119.669816  8.688752e-01  1.132453e+00  0.540200
2.090204e+00  119.759861  8.680961e-01  1.130423e+00  0.532409
2.091775e+00  119.849906  8.673148e-01  1.128389e+00  0.524588
2.093347e+00  119.939951  8.665315e-01  1.126352e+00  0.516740
2.094919e+00  120.029996  8.657460e-01  1.124310e+00  0.508862
2.096490e+00  120.120041  8.649583e-01  1.122266e+00  0.500956
2.098062e+00  120.210086  8.641685e-01  1.120217e+00  0.493022
2.099633e+00  120.300131  8.633766e-01  1.118165e+00  0.485058
2.101205e+00  120.390176  8.625825e-01  1.116109e+00  0.477066
2.102777e+00  120.480221  8.617863e-01  1.114050e+00  0.469045
2.104348e+00  120.570266  8.609880e-01  1.111986e+00  0.460995
2.105920e+00  120.660311  8.601876e-01  1.109920e+00  0.452916
2.107491e+00  120.750356  8.593850e-01  1.107850e+00  0.444808
2.109063e+00  120.840401  8.585803e-01  1.105776e+00  0.436672
2.110634e+00  120.930446  8.577735e-01  1.103699e+00  0.428506
2.112206e+00  121.020491  8.569646e-01  1.101618e+00  0.420310
2.113778e+00  121.110535  8.561536e-01  1.099534e+00  0.412086
2.115349e+00  121.200580  8.553404e-01  1.097446e+00  0.403832
2.116921e+00  121.290625  8.545251e-01  1.095355e+00  0.395550
2.118492e+00  121.380670  8.537077e-01  1.093261e+00  0.387237
2.120064e+00  121.470715  8.528883e-01  1.091163e+00  0.378895
2.121636e+00  121.560760  8.520667e-01  1.089062e+00  0.370524
2.123207e+00  121.650805  8.512430e-01  1.086957e+00  0.362123
2.124779e+00  121.740850  8.504172e-01  1.084849e+00  0.353693
2.126350e+00  121.830895  8.495892e-01  1.082738e+00  0.345233
2.127922e+00  121.920940  8.487592e-01  1.080623e+00  0.336743
2.129493e+00  122.010985  8.479271e-01  1.078505e+00  0.328224
2.131065e+00  122.101030  8.470930e-01  1.076384e+00  0.319674
2.132637e+00  122.191075  8.462567e-01  1.074260e+00  0.311095
2.134208e+00  122.281120  8.454183e-01  1.072133e+00  0.302486
2.135780e+00  122.371165  8.445778e-01  1.070002e+00  0.293846
2.137351e+00  122.461210  8.437353e-01  1.067868e+00  0.285177
2.138923e+00  122.551255  8.428906e-01  1.065731e+00  0.276477
2.140494e+00  122.641300  8.420439e-01  1.063591e+00  0.267748
2.142066e+00  122.731345  8.411951e-01  1.061448e+00  0.258988
2.143638e+00  122.821390  8.403443e-01  1.059302e+00  0.250198
2.145209e+00  122.911435  8.394913e-01  1.057153e+00  0.241377
2.146781e+00  123.001480  8.386363e-01  1.055000e+00  0.232526
2.148352e+00  123.091525  8.377792e-01  1.052845e+00  0.223644
2.149924e+00  123.181570  8.369200e-01  1.050687e+00  0.214732
2.151496e+00  123.271615  8.360588e-01  1.048525e+00  0.205789
2.153067e+00  123.361660  8.351955e-01  1.046361e+00  0.196816
2.154639e+00  123.451705  8.343302e-01  1.044194e+00  0.187812
2.156210e+00  123.541750  8.334628e-01  1.042024e+00  0.178777
2.157782e+00  123.631794  8.325933e-01  1.039851e+00  0.169711
2.159353e+00  123.721839  8.317217e-01  1.037675e+00  0.160614
2.160925e+00  123.811884  8.308482e-01  1.035496e+00  0.151486
2.162497e+00  123.901929  8.299725e-01  1.033315e+00  0.142327
2.164068e+00  123.991974  8.290948e-01  1.031131e+00  0.133137
2.165640e+00  124.082019  8.282151e-01  1.028944e+00  0.123916
2.167211e+00  124.172064  8.273333e-01  1.026754e+00  0.114663
2.168783e+00  124.262109  8.264495e-01  1.024561e+00  0.105379
2.170355e+00  124.352154  8.255636e-01  1.022366e+00  0.096064
2.171926e+00  124.442199  8.246757e-01  1.020168e+00  0.086717
2.173498e+00  124.532244  8.237858e-01  1.017967e+00  0.077339
2.175069e+00  124.622289  8.228938e-01  1.015764e+00  0.067929
2.176641e+00  124.712334  8.219998e-01  1.013558e+00  0.058487
2.178212e+00  124.802379  8.211038e-01  1.011350e+00  0.049014
2.179784e+00  124.892424  8.202057e-01  1.009139e+00  0.039508
2.181356e+00  124.982469  8.193056e-01  1.006925e+00  0.029971
2.182927e+00  125.072514  8.184035e-01  1.004709e+00  0.020402
2.184499e+00  125.162559  8.174994e-01  1.002490e+00  0.010801
2.186070e+00  125.252604  8.165932e-01  1.000269e+00  0.001168
2.187642e+00  125.342649  8.156850e-01  9.980453e-01  -0.008497
2.189213e+00  125.432694  8.147748e-01  9.958192e-01  -0.018195
2.190785e+00  125.522739  8.138626e-01  9.935907e-01  -0.027925
2.192357e+00  125.612784  8.129484e-01  9.913597e-01  -0.037687
2.193928e+00  125.702829  8.120322e-01  9.891264e-01  -0.047482
2.195500e+00  125.792874  8.111140e-01  9.868907e-01  -0.057309
2.197071e+00  125.882919  8.101938e-01  9.846527e-01  -0.067169
2.198643e+00  125.972964  8.092715e-01  9.824124e-01  -0.077062
2.200215e+00  126.063009  8.083473e-01  9.801697e-01  -0.086987
2.201786e+00  126.153054  8.074211e-01  9.779248e-01  -0.096945
2.203358e+00  126.243098  8.064929e-01  9.756777e-01  -0.106936
2.204929e+00  126.333143  8.055627e-01  9.734283e-01  -0.116960
2.206501e+00  126.423188  8.046305e-01  9.711767e-01  -0.127018
2.208072e+00  126.513233  8.036963e-01  9.689229e-01  -0.137108
2.209644e+00  126.603278  8.027601e-01  9.666669e-01  -0.147231
2.211216e+00  126.693323  8.018220e-01  9.644089e-01  -0.157388
2.212787e+00  126.783368  8.008818e-01  9.621487e-01  -0.167578
2.214359e+00  126.873413  7.999397e-01  9.598864e-01  -0.177802
2.215930e+00  126.963458  7.989957e-01  9.576220e-01  -0.188059
2.217502e+00  127.053503  7.980496e-01  9.553556e-01  -0.198350
2.219074e+00  127.143548  7.971016e-01  9.530871e-01  -0.208674
2.220645e+00  127.233593  7.961516e-01  9.508167e-01  -0.219032
2.222217e+00  127.323638  7.951996e-01  9.485442e-01  -0.229424
2.223788e+00  127.413683  7.942457e-01  9.462698e-01  -0.239850
2.225360e+00  127.503728  7.932898e-01  9.439935e-01  -0.250310
2.226931e+00  127.593773  7.923319e-01  9.417153e-01  -0.260804
2.228503e+00  127.683818  7.913721e-01  9.394351e-01  -0.271332
2.230075e+00  127.773863  7.904104e-01  9.371531e-01  -0.281895
2.231646e+00  127.863908  7.894467e-01  9.348692e-01  -0.292491
2.233218e+00  127.953953  7.884810e-01  9.325835e-01  -0.303123
2.234789e+00  128.043998  7.875134e-01  9.302960e-01  -0.313788
2.236361e+00  128.134043  7.865438e-01  9.280068e-01  -0.324489
2.237933e+00  128.224088  7.855723e-01  9.257157e-01  -0.335223
2.239504e+00  128.314133  7.845989e-01  9.234230e-01  -0.345993
2.241076e+00  128.404178  7.836235e-01  9.211285e-01  -0.356798
2.242647e+00  128.494223  7.826462e-01  9.188323e-01  -0.367637
2.244219e+00  128.584268  7.816670e-01  9.165345e-01  -0.378512
2.245790e+00  128.674313  7.806858e-01  9.142350e-01  -0.389421
2.247362e+00  128.764358  7.797027e-01  9.119339e-01  -0.400366
2.248934e+00  128.854402  7.787177e-01  9.096312e-01  -0.411346
2.250505e+00  128.944447  7.777307e-01  9.073269e-01  -0.422362
2.252077e+00  129.034492  7.767419e-01  9.050211e-01  -0.433413
2.253648e+00  129.124537  7.757511e-01  9.027137e-01  -0.444499
2.255220e+00  129.214582  7.747584e-01  9.004049e-01  -0.455622
2.256791e+00  129.304627  7.737638e-01  8.980945e-01  -0.466780
2.258363e+00  129.394672  7.727672e-01  8.957827e-01  -0.477973
2.259935e+00  129.484717  7.717688e-01  8.934694e-01  -0.489203
2.261506e+00  129.574762  7.707684e-01  8.911548e-01  -0.500469
2.263078e+00  129.664807  7.697662e-01  8.888387e-01  -0.511770
2.264649e+00  129.754852  7.687621e-01  8.865213e-01  -0.523108
2.266221e+00  129.844897  7.677560e-01  8.842025e-01  -0.534483
2.267793e+00  129.934942  7.667481e-01  8.818824e-01  -0.545893
2.269364e+00  130.024987  7.657382e-01  8.795610e-01  -0.557341
2.270936e+00  130.115032  7.647265e-01  8.772383e-01  -0.568824
2.272507e+00  130.205077  7.637129e-01  8.749143e-01  -0.580345
2.274079e+00  130.295122  7.626974e-01  8.725891e-01  -0.591902
2.275650e+00  130.385167  7.616800e-01  8.702627e-01  -0.603496
2.277222e+00  130.475212  7.606607e-01  8.679352e-01  -0.615127
2.278794e+00  130.565257  7.596396e-01  8.656064e-01  -0.626795
2.280365e+00  130.655302  7.586166e-01  8.632765e-01  -0.638501
2.281937e+00  130.745347  7.575917e-01  8.609455e-01  -0.650243
2.283508e+00  130.835392  7.565649e-01  8.586134e-01  -0.662023
2.285080e+00  130.925437  7.555363e-01  8.562803e-01  -0.673841
2.286652e+00  131.015482  7.545058e-01  8.539460e-01  -0.685696
2.288223e+00  131.105527  7.534734e-01  8.516108e-01  -0.697588
2.289795e+00  131.195572  7.524392e-01  8.492745e-01  -0.709519
2.291366e+00  131.285617  7.514031e-01  8.469373e-01  -0.721487
2.292938e+00  131.375662  7.503652e-01  8.445991e-01  -0.733494
2.294509e+00  131.465706  7.493254e-01  8.422600e-01  -0.745538
2.296081e+00  131.555751  7.482838e-01  8.399200e-01  -0.757621
2.297653e+00  131.645796  7.472403e-01  8.375791e-01  -0.769742
2.299224e+00  131.735841  7.461949e-01  8.352373e-01  -0.781901
2.300796e+00  131.825886  7.451478e-01  8.328947e-01  -0.794099
2.302367e+00  131.915931  7.440987e-01  8.305512e-01  -0.806336
2.303939e+00  132.005976  7.430479e-01  8.282070e-01  -0.818611
2.305510e+00  132.096021  7.419952e-01  8.258620e-01  -0.830925
2.307082e+00  132.186066  7.409407e-01  8.235162e-01  -0.843278
2.308654e+00  132.276111  7.398843e-01  8.211697e-01  -0.855671
2.310225e+00  132.366156  7.388261e-01  8.188225e-01  -0.868102
2.311797e+00  132.456201  7.377661e-01  8.164747e-01  -0.880573
2.313368e+00  132.546246  7.367043e-01  8.141262e-01  -0.893083
2.314940e+00  132.636291  7.356407e-01  8.117770e-01  -0.905633
2.316512e+00  132.726336  7.345752e-01  8.094272e-01  -0.918222
2.318083e+00  132.816381  7.335079e-01  8.070769e-01  -0.930851
2.319655e+00  132.906426  7.324389e-01  8.047260e-01  -0.943520
2.321226e+00  132.996471  7.313680e-01  8.023745e-01  -0.956229
2.322798e+00  133.086516  7.302953e-01  8.000226e-01  -0.968978
2.324369e+00  133.176561  7.292208e-01  7.976701e-01  -0.981767
2.325941e+00  133.266606  7.281444e-01  7.953172e-01  -0.994596
2.327513e+00  133.356651  7.270663e-01  7.929638e-01  -1.007466
2.329084e+00  133.446696  7.259864e-01  7.906100e-01  -1.020377
2.330656e+00  133.536741  7.249048e-01  7.882558e-01  -1.033328
2.332227e+00  133.626786  7.238213e-01  7.859012e-01  -1.046320
2.333799e+00  133.716831  7.227360e-01  7.835463e-01  -1.059353
2.335371e+00  133.806876  7.216489e-01  7.811910e-01  -1.072428
2.336942e+00  133.896921  7.205601e-01  7.788354e-01  -1.085543
2.338514e+00  133.986965  7.194695e-01  7.764796e-01  -1.098700
2.340085e+00  134.077010  7.183771e-01  7.741235e-01  -1.111898
2.341657e+00  134.167055  7.172829e-01  7.717671e-01  -1.125137
2.343228e+00  134.257100  7.161870e-01  7.694106e-01  -1.138419
2.344800e+00  134.347145  7.150893e-01  7.670538e-01  -1.151742
2.346372e+00  134.437190  7.139898e-01  7.646969e-01  -1.165107
2.347943e+00  134.527235  7.128886e-01  7.623398e-01  -1.178514
2.349515e+00  134.617280  7.117856e-01  7.599826e-01  -1.191963
2.351086e+00  134.707325  7.106808e-01  7.576253e-01  -1.205455
2.352658e+00  134.797370  7.095743e-01  7.552680e-01  -1.218989
2.354230e+00  134.887415  7.084661e-01  7.529105e-01  -1.232566
2.355801e+00  134.977460  7.073560e-01  7.505531e-01  -1.246186
2.357373e+00  135.067505  7.062443e-01  7.481957e-01  -1.259848
2.358944e+00  135.157550  7.051308e-01  7.458382e-01  -1.273554
2.360516e+00  135.247595  7.040155e-01  7.434808e-01  -1.287302
2.362087e+00  135.337640  7.028986e-01  7.411235e-01  -1.301094
2.363659e+00  135.427685  7.017798e-01  7.387663e-01  -1.314929
2.365231e+00  135.517730  7.006594e-01  7.364092e-01  -1.328808
2.366802e+00  135.607775  6.995372e-01  7.340522e-01  -1.342731
2.368374e+00  135.697820  6.984133e-01  7.316953e-01  -1.356697
2.369945e+00  135.787865  6.972877e-01  7.293387e-01  -1.370707
2.371517e+00  135.877910  6.961603e-01  7.269823e-01  -1.384762
2.373088e+00  135.967955  6.950313e-01  7.246261e-01  -1.398861
2.374660e+00  136.058000  6.939005e-01  7.222701e-01  -1.413004
2.376232e+00  136.148045  6.927680e-01  7.199144e-01  -1.427191
2.377803e+00  136.238090  6.916337e-01  7.175590e-01  -1.441424
2.379375e+00  136.328135  6.904978e-01  7.152039e-01  -1.455701
2.380946e+00  136.418180  6.893602e-01  7.128492e-01  -1.470023
2.382518e+00  136.508225  6.882209e-01  7.104949e-01  -1.484391
2.384090e+00  136.598269  6.870798e-01  7.081409e-01  -1.498803
2.385661e+00  136.688314  6.859371e-01  7.057874e-01  -1.513261
2.387233e+00  136.778359  6.847927e-01  7.034342e-01  -1.527765
2.388804e+00  136.868404  6.836466e-01  7.010816e-01  -1.542314
2.390376e+00  136.958449  6.824988e-01  6.987294e-01  -1.556910
2.391947e+00  137.048494  6.813493e-01  6.963778e-01  -1.571551
2.393519e+00  137.138539  6.801981e-01  6.940266e-01  -1.586239
2.395091e+00  137.228584  6.790453e-01  6.916761e-01  -1.600972
2.396662e+00  137.318629  6.778908e-01  6.893261e-01  -1.615753
2.398234e+00  137.408674  6.767346e-01  6.869767e-01  -1.630580
2.399805e+00  137.498719  6.755767e-01  6.846279e-01  -1.645454
2.401377e+00  137.588764  6.744172e-01  6.822798e-01  -1.660375
2.402949e+00  137.678809  6.732560e-01  6.799323e-01  -1.675343
2.404520e+00  137.768854  6.720931e-01  6.775856e-01  -1.690359
2.406092e+00  137.858899  6.709286e-01  6.752395e-01  -1.705422
2.407663e+00  137.948944  6.697624e-01  6.728942e-01  -1.720532
2.409235e+00  138.038989  6.685946e-01  6.705497e-01  -1.735691
2.410806e+00  138.129034  6.674251e-01  6.682059e-01  -1.750897
2.412378e+00  138.219079  6.662539e-01  6.658629e-01  -1.766152
2.413950e+00  138.309124  6.650812e-01  6.635208e-01  -1.781454
2.415521e+00  138.399169  6.639067e-01  6.611796e-01  -1.796806
2.417093e+00  138.489214  6.627307e-01  6.588392e-01  -1.812206
2.418664e+00  138.579259  6.615530e-01  6.564997e-01  -1.827655
2.420236e+00  138.669304  6.603736e-01  6.541611e-01  -1.843153
2.421808e+00  138.759349  6.591927e-01  6.518235e-01  -1.858700
2.423379e+00  138.849394  6.580101e-01  6.494869e-01  -1.874296
2.424951e+00  138.939439  6.568259e-01  6.471512e-01  -1.889942
2.426522e+00  139.029484  6.556400e-01  6.448166e-01  -1.905638
2.428094e+00  139.119529  6.544526e-01  6.424830e-01  -1.921383
2.429665e+00  139.209573  6.532635e-01  6.401505e-01  -1.937179
2.431237e+00  139.299618  6.520728e-01  6.378190e-01  -1.953025
2.432809e+00  139.389663  6.508805e-01  6.354887e-01  -1.968922
2.434380e+00  139.479708  6.496866e-01  6.331595e-01  -1.984869
2.435952e+00  139.569753  6.484911e-01  6.308315e-01  -2.000866
2.437523e+00  139.659798  6.472940e-01  6.285046e-01  -2.016915
2.439095e+00  139.749843  6.460953e-01  6.261789e-01  -2.033015
2.440666e+00  139.839888  6.448950e-01  6.238545e-01  -2.049167
2.442238e+00  139.929933  6.436931e-01  6.215313e-01  -2.065370
2.443810e+00  140.019978  6.424896e-01  6.192094e-01  -2.081625
2.445381e+00  140.110023  6.412846e-01  6.168887e-01  -2.097932
2.446953e+00  140.200068  6.400779e-01  6.145694e-01  -2.114290
2.448524e+00  140.290113  6.388697e-01  6.122515e-01  -2.130702
2.450096e+00  140.380158  6.376599e-01  6.099348e-01  -2.147166
2.451668e+00  140.470203  6.364485e-01  6.076196e-01  -2.163682
2.453239e+00  140.560248  6.352355e-01  6.053058e-01  -2.180252
2.454811e+00  140.650293  6.340210e-01  6.029934e-01  -2.196874
2.456382e+00  140.740338  6.328049e-01  6.006825e-01  -2.213551
2.457954e+00  140.830383  6.315872e-01  5.983730e-01  -2.230280
2.459525e+00  140.920428  6.303680e-01  5.960650e-01  -2.247064
2.461097e+00  141.010473  6.291473e-01  5.937586e-01  -2.263901
2.462669e+00  141.100518  6.279249e-01  5.914537e-01  -2.280793
2.464240e+00  141.190563  6.267011e-01  5.891504e-01  -2.297739
2.465812e+00  141.280608  6.254756e-01  5.868486e-01  -2.314739
2.467383e+00  141.370653  6.242487e-01  5.845485e-01  -2.331795
2.468955e+00  141.460698  6.230202e-01  5.822500e-01  -2.348905
2.470527e+00  141.550743  6.217901e-01  5.799531e-01  -2.366071
2.472098e+00  141.640788  6.205585e-01  5.776580e-01  -2.383292
2.473670e+00  141.730832  6.193254e-01  5.753645e-01  -2.400569
2.475241e+00  141.820877  6.180908e-01  5.730728e-01  -2.417902
2.476813e+00  141.910922  6.168546e-01  5.707828e-01  -2.435291
2.478384e+00  142.000967  6.156169e-01  5.684946e-01  -2.452736
2.479956e+00  142.091012  6.143777e-01  5.662082e-01  -2.470238
2.481528e+00  142.181057  6.131370e-01  5.639236e-01  -2.487797
2.483099e+00  142.271102  6.118947e-01  5.616409e-01  -2.505413
2.484671e+00  142.361147  6.106510e-01  5.593600e-01  -2.523086
2.486242e+00  142.451192  6.094057e-01  5.570810e-01  -2.540817
2.487814e+00  142.541237  6.081589e-01  5.548039e-01  -2.558605
2.489385e+00  142.631282  6.069107e-01  5.525287e-01  -2.576452
2.490957e+00  142.721327  6.056609e-01  5.502555e-01  -2.594356
2.492529e+00  142.811372  6.044096e-01  5.479842e-01  -2.612320
2.494100e+00  142.901417  6.031569e-01  5.457150e-01  -2.630341
2.495672e+00  142.991462  6.019026e-01  5.434477e-01  -2.648422
2.497243e+00  143.081507  6.006469e-01  5.411825e-01  -2.666562
2.498815e+00  143.171552  5.993897e-01  5.389194e-01  -2.684762
2.500387e+00  143.261597  5.981310e-01  5.366584e-01  -2.703021
2.501958e+00  143.351642  5.968708e-01  5.343994e-01  -2.721340
2.503530e+00  143.441687  5.956092e-01  5.321426e-01  -2.739720
2.505101e+00  143.531732  5.943461e-01  5.298880e-01  -2.758159
2.506673e+00  143.621777  5.930815e-01  5.276355e-01  -2.776660
2.508244e+00  143.711822  5.918154e-01  5.253852e-01  -2.795221
2.509816e+00  143.801867  5.905479e-01  5.231372e-01  -2.813844
2.511388e+00  143.891912  5.892790e-01  5.208914e-01  -2.832529
2.512959e+00  143.981957  5.880085e-01  5.186478e-01  -2.851275
2.514531e+00  144.072002  5.867367e-01  5.164065e-01  -2.870083
2.516102e+00  144.162047  5.854633e-01  5.141676e-01  -2.888953
2.517674e+00  144.252092  5.841886e-01  5.119310e-01  -2.907886
2.519246e+00  144.342136  5.829124e-01  5.096967e-01  -2.926882
2.520817e+00  144.432181  5.816347e-01  5.074648e-01  -2.945941
2.522389e+00  144.522226  5.803556e-01  5.052353e-01  -2.965063
2.523960e+00  144.612271  5.790751e-01  5.030082e-01  -2.984249
2.525532e+00  144.702316  5.777931e-01  5.007836e-01  -3.003499
2.527103e+00  144.792361  5.765098e-01  4.985614e-01  -3.022814
