Таблица данных:
theta_rad    theta_deg    F(theta)    D(theta)    D(theta)_dB
6.144892e-01  35.207639  5.765098e-01  4.985614e-01  -3.022814
6.160608e-01  35.297684  5.777931e-01  5.007836e-01  -3.003499
6.176324e-01  35.387729  5.790751e-01  5.030082e-01  -2.984249
6.192040e-01  35.477774  5.803556e-01  5.052353e-01  -2.965063
6.207755e-01  35.567819  5.816347e-01  5.074648e-01  -2.945941
6.223471e-01  35.657864  5.829124e-01  5.096967e-01  -2.926882
6.239187e-01  35.747908  5.841886e-01  5.119310e-01  -2.907886
6.254903e-01  35.837953  5.854633e-01  5.141676e-01  -2.888953
6.270619e-01  35.927998  5.867367e-01  5.164065e-01  -2.870083
6.286334e-01  36.018043  5.880085e-01  5.186478e-01  -2.851275
6.302050e-01  36.108088  5.892790e-01  5.208914e-01  -2.832529
6.317766e-01  36.198133  5.905479e-01  5.231372e-01  -2.813844
6.333482e-01  36.288178  5.918154e-01  5.253852e-01  -2.795221
6.349198e-01  36.378223  5.930815e-01  5.276355e-01  -2.776660
6.364914e-01  36.468268  5.943461e-01  5.298880e-01  -2.758159
6.380629e-01  36.558313  5.956092e-01  5.321426e-01  -2.739720
6.396345e-01  36.648358  5.968708e-01  5.343994e-01  -2.721340
6.412061e-01  36.738403  5.981310e-01  5.366584e-01  -2.703021
6.427777e-01  36.828448  5.993897e-01  5.389194e-01  -2.684762
6.443493e-01  36.918493  6.006469e-01  5.411825e-01  -2.666562
6.459208e-01  37.008538  6.019026e-01  5.434477e-01  -2.648422
6.474924e-01  37.098583  6.031569e-01  5.457150e-01  -2.630341
6.490640e-01  37.188628  6.044096e-01  5.479842e-01  -2.612320
6.506356e-01  37.278673  6.056609e-01  5.502555e-01  -2.594356
6.522072e-01  37.368718  6.069107e-01  5.525287e-01  -2.576452
6.537787e-01  37.458763  6.081589e-01  5.548039e-01  -2.558605
6.553503e-01  37.548808  6.094057e-01  5.570810e-01  -2.540817
6.569219e-01  37.638853  6.106510e-01  5.593600e-01  -2.523086
6.584935e-01  37.728898  6.118947e-01  5.616409e-01  -2.505413
6.600651e-01  37.818943  6.131370e-01  5.639236e-01  -2.487797
6.616367e-01  37.908988  6.143777e-01  5.662082e-01  -2.470238
6.632082e-01  37.999033  6.156169e-01  5.684946e-01  -2.452736
6.647798e-01  38.089078  6.168546e-01  5.707828e-01  -2.435291
6.663514e-01  38.179123  6.180908e-01  5.730728e-01  -2.417902
6.679230e-01  38.269168  6.193254e-01  5.753645e-01  -2.400569
6.694946e-01  38.359212  6.205585e-01  5.776580e-01  -2.383292
6.710661e-01  38.449257  6.217901e-01  5.799531e-01  -2.366071
6.726377e-01  38.539302  6.230202e-01  5.822500e-01  -2.348905
6.742093e-01  38.629347  6.242487e-01  5.845485e-01  -2.331795
6.757809e-01  38.719392  6.254756e-01  5.868486e-01  -2.314739
6.773525e-01  38.809437  6.267011e-01  5.891504e-01  -2.297739
6.789240e-01  38.899482  6.279249e-01  5.914537e-01  -2.280793
6.804956e-01  38.989527  6.291473e-01  5.937586e-01  -2.263901
6.820672e-01  39.079572  6.303680e-01  5.960650e-01  -2.247064
6.836388e-01  39.169617  6.315872e-01  5.983730e-01  -2.230280
6.852104e-01  39.259662  6.328049e-01  6.006825e-01  -2.213551
6.867819e-01  39.349707  6.340210e-01  6.029934e-01  -2.196874
6.883535e-01  39.439752  6.352355e-01  6.053058e-01  -2.180252
6.899251e-01  39.529797  6.364485e-01  6.076196e-01  -2.163682
6.914967e-01  39.619842  6.376599e-01  6.099348e-01  -2.147166
6.930683e-01  39.709887  6.388697e-01  6.122515e-01  -2.130702
6.946399e-01  39.799932  6.400779e-01  6.145694e-01  -2.114290
6.962114e-01  39.889977  6.412846e-01  6.168887e-01  -2.097932
6.977830e-01  39.980022  6.424896e-01  6.192094e-01  -2.081625
6.993546e-01  40.070067  6.436931e-01  6.215313e-01  -2.065370
7.009262e-01  40.160112  6.448950e-01  6.238545e-01  -2.049167
7.024978e-01  40.250157  6.460953e-01  6.261789e-01  -2.033015
7.040693e-01  40.340202  6.472940e-01  6.285046e-01  -2.016915
7.056409e-01  40.430247  6.484911e-01  6.308315e-01  -2.000866
7.072125e-01  40.520292  6.496866e-01  6.331595e-01  -1.984869
7.087841e-01  40.610337  6.508805e-01  6.354887e-01  -1.968922
7.103557e-01  40.700382  6.520728e-01  6.378190e-01  -1.953025
7.119272e-01  40.790427  6.532635e-01  6.401505e-01  -1.937179
7.134988e-01  40.880471  6.544526e-01  6.424830e-01  -1.921383
7.150704e-01  40.970516  6.556400e-01  6.448166e-01  -1.905638
7.166420e-01  41.060561  6.568259e-01  6.471512e-01  -1.889942
7.182136e-01  41.150606  6.580101e-01  6.494869e-01  -1.874296
7.197852e-01  41.240651  6.591927e-01  6.518235e-01  -1.858700
7.213567e-01  41.330696  6.603736e-01  6.541611e-01  -1.843153
7.229283e-01  41.420741  6.615530e-01  6.564997e-01  -1.827655
7.244999e-01  41.510786  6.627307e-01  6.588392e-01  -1.812206
7.260715e-01  41.600831  6.639067e-01  6.611796e-01  -1.796806
7.276431e-01  41.690876  6.650812e-01  6.635208e-01  -1.781454
7.292146e-01  41.780921  6.662539e-01  6.658629e-01  -1.766152
7.307862e-01  41.870966  6.674251e-01  6.682059e-01  -1.750897
7.323578e-01  41.961011  6.685946e-01  6.705497e-01  -1.735691
7.339294e-01  42.051056  6.697624e-01  6.728942e-01  -1.720532
7.355010e-01  42.141101  6.709286e-01  6.752395e-01  -1.705422
7.370725e-01  42.231146  6.720931e-01  6.775856e-01  -1.690359
7.386441e-01  42.321191  6.732560e-01  6.799323e-01  -1.675343
7.402157e-01  42.411236  6.744172e-01  6.822798e-01  -1.660375
7.417873e-01  42.501281  6.755767e-01  6.846279e-01  -1.645454
7.433589e-01  42.591326  6.767346e-01  6.869767e-01  -1.630580
7.449304e-01  42.681371  6.778908e-01  6.893261e-01  -1.615753
7.465020e-01  42.771416  6.790453e-01  6.916761e-01  -1.600972
7.480736e-01  42.861461  6.801981e-01  6.940266e-01  -1.586239
7.496452e-01  42.951506  6.813493e-01  6.963778e-01  -1.571551
7.512168e-01  43.041551  6.824988e-01  6.987294e-01  -1.556910
7.527884e-01  43.131596  6.836466e-01  7.010816e-01  -1.542314
7.543599e-01  43.221641  6.847927e-01  7.034342e-01  -1.527765
7.559315e-01  43.311686  6.859371e-01  7.057874e-01  -1.513261
7.575031e-01  43.401731  6.870798e-01  7.081409e-01  -1.498803
7.590747e-01  43.491775  6.882209e-01  7.104949e-01  -1.484391
7.606463e-01  43.581820  6.893602e-01  7.128492e-01  -1.470023
7.622178e-01  43.671865  6.904978e-01  7.152039e-01  -1.455701
7.637894e-01  43.761910  6.916337e-01  7.175590e-01  -1.441424
7.653610e-01  43.851955  6.927680e-01  7.199144e-01  -1.427191
7.669326e-01  43.942000  6.939005e-01  7.222701e-01  -1.413004
7.685042e-01  44.032045  6.950313e-01  7.246261e-01  -1.398861
7.700757e-01  44.122090  6.961603e-01  7.269823e-01  -1.384762
7.716473e-01  44.212135  6.972877e-01  7.293387e-01  -1.370707
7.732189e-01  44.302180  6.984133e-01  7.316953e-01  -1.356697
7.747905e-01  44.392225  6.995372e-01  7.340522e-01  -1.342731
7.763621e-01  44.482270  7.006594e-01  7.364092e-01  -1.328808
7.779337e-01  44.572315  7.017798e-01  7.387663e-01  -1.314929
7.795052e-01  44.662360  7.028986e-01  7.411235e-01  -1.301094
7.810768e-01  44.752405  7.040155e-01  7.434808e-01  -1.287302
7.826484e-01  44.842450  7.051308e-01  7.458382e-01  -1.273554
7.842200e-01  44.932495  7.062443e-01  7.481957e-01  -1.259848
7.857916e-01  45.022540  7.073560e-01  7.505531e-01  -1.246186
7.873631e-01  45.112585  7.084661e-01  7.529105e-01  -1.232566
7.889347e-01  45.202630  7.095743e-01  7.552680e-01  -1.218989
7.905063e-01  45.292675  7.106808e-01  7.576253e-01  -1.205455
7.920779e-01  45.382720  7.117856e-01  7.599826e-01  -1.191963
7.936495e-01  45.472765  7.128886e-01  7.623398e-01  -1.178514
7.952210e-01  45.562810  7.139898e-01  7.646969e-01  -1.165107
7.967926e-01  45.652855  7.150893e-01  7.670538e-01  -1.151742
7.983642e-01  45.742900  7.161870e-01  7.694106e-01  -1.138419
7.999358e-01  45.832945  7.172829e-01  7.717671e-01  -1.125137
8.015074e-01  45.922990  7.183771e-01  7.741235e-01  -1.111898
8.030790e-01  46.013035  7.194695e-01  7.764796e-01  -1.098700
8.046505e-01  46.103079  7.205601e-01  7.788354e-01  -1.085543
8.062221e-01  46.193124  7.216489e-01  7.811910e-01  -1.072428
8.077937e-01  46.283169  7.227360e-01  7.835463e-01  -1.059353
8.093653e-01  46.373214  7.238213e-01  7.859012e-01  -1.046320
8.109369e-01  46.463259  7.249048e-01  7.882558e-01  -1.033328
8.125084e-01  46.553304  7.259864e-01  7.906100e-01  -1.020377
8.140800e-01  46.643349  7.270663e-01  7.929638e-01  -1.007466
8.156516e-01  46.733394  7.281444e-01  7.953172e-01  -0.994596
8.172232e-01  46.823439  7.292208e-01  7.976701e-01  -0.981767
8.187948e-01  46.913484  7.302953e-01  8.000226e-01  -0.968978
8.203663e-01  47.003529  7.313680e-01  8.023745e-01  -0.956229
8.219379e-01  47.093574  7.324389e-01  8.047260e-01  -0.943520
8.235095e-01  47.183619  7.335079e-01  8.070769e-01  -0.930851
8.250811e-01  47.273664  7.345752e-01  8.094272e-01  -0.918222
8.266527e-01  47.363709  7.356407e-01  8.117770e-01  -0.905633
8.282242e-01  47.453754  7.367043e-01  8.141262e-01  -0.893083
8.297958e-01  47.543799  7.377661e-01  8.164747e-01  -0.880573
8.313674e-01  47.633844  7.388261e-01  8.188225e-01  -0.868102
8.329390e-01  47.723889  7.398843e-01  8.211697e-01  -0.855671
8.345106e-01  47.813934  7.409407e-01  8.235162e-01  -0.843278
8.360822e-01  47.903979  7.419952e-01  8.258620e-01  -0.830925
8.376537e-01  47.994024  7.430479e-01  8.282070e-01  -0.818611
8.392253e-01  48.084069  7.440987e-01  8.305512e-01  -0.806336
8.407969e-01  48.174114  7.451478e-01  8.328947e-01  -0.794099
8.423685e-01  48.264159  7.461949e-01  8.352373e-01  -0.781901
8.439401e-01  48.354204  7.472403e-01  8.375791e-01  -0.769742
8.455116e-01  48.444249  7.482838e-01  8.399200e-01  -0.757621
8.470832e-01  48.534294  7.493254e-01  8.422600e-01  -0.745538
8.486548e-01  48.624338  7.503652e-01  8.445991e-01  -0.733494
8.502264e-01  48.714383  7.514031e-01  8.469373e-01  -0.721487
8.517980e-01  48.804428  7.524392e-01  8.492745e-01  -0.709519
8.533695e-01  48.894473  7.534734e-01  8.516108e-01  -0.697588
8.549411e-01  48.984518  7.545058e-01  8.539460e-01  -0.685696
8.565127e-01  49.074563  7.555363e-01  8.562803e-01  -0.673841
8.580843e-01  49.164608  7.565649e-01  8.586134e-01  -0.662023
8.596559e-01  49.254653  7.575917e-01  8.609455e-01  -0.650243
8.612275e-01  49.344698  7.586166e-01  8.632765e-01  -0.638501
8.627990e-01  49.434743  7.596396e-01  8.656064e-01  -0.626795
8.643706e-01  49.524788  7.606607e-01  8.679352e-01  -0.615127
8.659422e-01  49.614833  7.616800e-01  8.702627e-01  -0.603496
8.675138e-01  49.704878  7.626974e-01  8.725891e-01  -0.591902
8.690854e-01  49.794923  7.637129e-01  8.749143e-01  -0.580345
8.706569e-01  49.884968  7.647265e-01  8.772383e-01  -0.568824
8.722285e-01  49.975013  7.657382e-01  8.795610e-01  -0.557341
8.738001e-01  50.065058  7.667481e-01  8.818824e-01  -0.545893
8.753717e-01  50.155103  7.677560e-01  8.842025e-01  -0.534483
8.769433e-01  50.245148  7.687621e-01  8.865213e-01  -0.523108
8.785148e-01  50.335193  7.697662e-01  8.888387e-01  -0.511770
8.800864e-01  50.425238  7.707684e-01  8.911548e-01  -0.500469
8.816580e-01  50.515283  7.717688e-01  8.934694e-01  -0.489203
8.832296e-01  50.605328  7.727672e-01  8.957827e-01  -0.477973
8.848012e-01  50.695373  7.737638e-01  8.980945e-01  -0.466780
8.863728e-01  50.785418  7.747584e-01  9.004049e-01  -0.455622
8.879443e-01  50.875463  7.757511e-01  9.027137e-01  -0.444499
8.895159e-01  50.965508  7.767419e-01  9.050211e-01  -0.433413
8.910875e-01  51.055553  7.777307e-01  9.073269e-01  -0.422362
8.926591e-01  51.145598  7.787177e-01  9.096312e-01  -0.411346
8.942307e-01  51.235642  7.797027e-01  9.119339e-01  -0.400366
8.958022e-01  51.325687  7.806858e-01  9.142350e-01  -0.389421
8.973738e-01  51.415732  7.816670e-01  9.165345e-01  -0.378512
8.989454e-01  51.505777  7.826462e-01  9.188323e-01  -0.367637
9.005170e-01  51.595822  7.836235e-01  9.211285e-01  -0.356798
9.020886e-01  51.685867  7.845989e-01  9.234230e-01  -0.345993
9.036601e-01  51.775912  7.855723e-01  9.257157e-01  -0.335223
9.052317e-01  51.865957  7.865438e-01  9.280068e-01  -0.324489
9.068033e-01  51.956002  7.875134e-01  9.302960e-01  -0.313788
9.083749e-01  52.046047  7.884810e-01  9.325835e-01  -0.303123
9.099465e-01  52.136092  7.894467e-01  9.348692e-01  -0.292491
9.115180e-01  52.226137  7.904104e-01  9.371531e-01  -0.281895
9.130896e-01  52.316182  7.913721e-01  9.394351e-01  -0.271332
9.146612e-01  52.406227  7.923319e-01  9.417153e-01  -0.260804
9.162328e-01  52.496272  7.932898e-01  9.439935e-01  -0.250310
9.178044e-01  52.586317  7.942457e-01  9.462698e-01  -0.239850
9.193760e-01  52.676362  7.951996e-01  9.485442e-01  -0.229424
9.209475e-01  52.766407  7.961516e-01  9.508167e-01  -0.219032
9.225191e-01  52.856452  7.971016e-01  9.530871e-01  -0.208674
9.240907e-01  52.946497  7.980496e-01  9.553556e-01  -0.198350
9.256623e-01  53.036542  7.989957e-01  9.576220e-01  -0.188059
9.272339e-01  53.126587  7.999397e-01  9.598864e-01  -0.177802
9.288054e-01  53.216632  8.008818e-01  9.621487e-01  -0.167578
9.303770e-01  53.306677  8.018220e-01  9.644089e-01  -0.157388
9.319486e-01  53.396722  8.027601e-01  9.666669e-01  -0.147231
9.335202e-01  53.486767  8.036963e-01  9.689229e-01  -0.137108
9.350918e-01  53.576812  8.046305e-01  9.711767e-01  -0.127018
9.366633e-01  53.666857  8.055627e-01  9.734283e-01  -0.116960
9.382349e-01  53.756902  8.064929e-01  9.756777e-01  -0.106936
9.398065e-01  53.846946  8.074211e-01  9.779248e-01  -0.096945
9.413781e-01  53.936991  8.083473e-01  9.801697e-01  -0.086987
9.429497e-01  54.027036  8.092715e-01  9.824124e-01  -0.077062
9.445213e-01  54.117081  8.101938e-01  9.846527e-01  -0.067169
9.460928e-01  54.207126  8.111140e-01  9.868907e-01  -0.057309
9.476644e-01  54.297171  8.120322e-01  9.891264e-01  -0.047482
9.492360e-01  54.387216  8.129484e-01  9.913597e-01  -0.037687
9.508076e-01  54.477261  8.138626e-01  9.935907e-01  -0.027925
9.523792e-01  54.567306  8.147748e-01  9.958192e-01  -0.018195
9.539507e-01  54.657351  8.156850e-01  9.980453e-01  -0.008497
9.555223e-01  54.747396  8.165932e-01  1.000269e+00  0.001168
9.570939e-01  54.837441  8.174994e-01  1.002490e+00  0.010801
9.586655e-01  54.927486  8.184035e-01  1.004709e+00  0.020402
9.602371e-01  55.017531  8.193056e-01  1.006925e+00  0.029971
9.618086e-01  55.107576  8.202057e-01  1.009139e+00  0.039508
9.633802e-01  55.197621  8.211038e-01  1.011350e+00  0.049014
9.649518e-01  55.287666  8.219998e-01  1.013558e+00  0.058487
9.665234e-01  55.377711  8.228938e-01  1.015764e+00  0.067929
9.680950e-01  55.467756  8.237858e-01  1.017967e+00  0.077339
9.696665e-01  55.557801  8.246757e-01  1.020168e+00  0.086717
9.712381e-01  55.647846  8.255636e-01  1.022366e+00  0.096064
9.728097e-01  55.737891  8.264495e-01  1.024561e+00  0.105379
9.743813e-01  55.827936  8.273333e-01  1.026754e+00  0.114663
9.759529e-01  55.917981  8.282151e-01  1.028944e+00  0.123916
9.775245e-01  56.008026  8.290948e-01  1.031131e+00  0.133137
9.790960e-01  56.098071  8.299725e-01  1.033315e+00  0.142327
9.806676e-01  56.188116  8.308482e-01  1.035496e+00  0.151486
9.822392e-01  56.278161  8.317217e-01  1.037675e+00  0.160614
9.838108e-01  56.368206  8.325933e-01  1.039851e+00  0.169711
9.853824e-01  56.458250  8.334628e-01  1.042024e+00  0.178777
9.869539e-01  56.548295  8.343302e-01  1.044194e+00  0.187812
9.885255e-01  56.638340  8.351955e-01  1.046361e+00  0.196816
9.900971e-01  56.728385  8.360588e-01  1.048525e+00  0.205789
9.916687e-01  56.818430  8.369200e-01  1.050687e+00  0.214732
9.932403e-01  56.908475  8.377792e-01  1.052845e+00  0.223644
9.948118e-01  56.998520  8.386363e-01  1.055000e+00  0.232526
9.963834e-01  57.088565  8.394913e-01  1.057153e+00  0.241377
9.979550e-01  57.178610  8.403443e-01  1.059302e+00  0.250198
9.995266e-01  57.268655  8.411951e-01  1.061448e+00  0.258988
1.001098e+00  57.358700  8.420439e-01  1.063591e+00  0.267748
1.002670e+00  57.448745  8.428906e-01  1.065731e+00  0.276477
1.004241e+00  57.538790  8.437353e-01  1.067868e+00  0.285177
1.005813e+00  57.628835  8.445778e-01  1.070002e+00  0.293846
1.007384e+00  57.718880  8.454183e-01  1.072133e+00  0.302486
1.008956e+00  57.808925  8.462567e-01  1.074260e+00  0.311095
1.010528e+00  57.898970  8.470930e-01  1.076384e+00  0.319674
1.012099e+00  57.989015  8.479271e-01  1.078505e+00  0.328224
1.013671e+00  58.079060  8.487592e-01  1.080623e+00  0.336743
1.015242e+00  58.169105  8.495892e-01  1.082738e+00  0.345233
1.016814e+00  58.259150  8.504172e-01  1.084849e+00  0.353693
1.018386e+00  58.349195  8.512430e-01  1.086957e+00  0.362123
1.019957e+00  58.439240  8.520667e-01  1.089062e+00  0.370524
1.021529e+00  58.529285  8.528883e-01  1.091163e+00  0.378895
1.023100e+00  58.619330  8.537077e-01  1.093261e+00  0.387237
1.024672e+00  58.709375  8.545251e-01  1.095355e+00  0.395550
1.026243e+00  58.799420  8.553404e-01  1.097446e+00  0.403832
1.027815e+00  58.889465  8.561536e-01  1.099534e+00  0.412086
1.029387e+00  58.979509  8.569646e-01  1.101618e+00  0.420310
1.030958e+00  59.069554  8.577735e-01  1.103699e+00  0.428506
1.032530e+00  59.159599  8.585803e-01  1.105776e+00  0.436672
1.034101e+00  59.249644  8.593850e-01  1.107850e+00  0.444808
1.035673e+00  59.339689  8.601876e-01  1.109920e+00  0.452916
1.037245e+00  59.429734  8.609880e-01  1.111986e+00  0.460995
1.038816e+00  59.519779  8.617863e-01  1.114050e+00  0.469045
1.040388e+00  59.609824  8.625825e-01  1.116109e+00  0.477066
1.041959e+00  59.699869  8.633766e-01  1.118165e+00  0.485058
1.043531e+00  59.789914  8.641685e-01  1.120217e+00  0.493022
1.045102e+00  59.879959  8.649583e-01  1.122266e+00  0.500956
1.046674e+00  59.970004  8.657460e-01  1.124310e+00  0.508862
1.048246e+00  60.060049  8.665315e-01  1.126352e+00  0.516740
1.049817e+00  60.150094  8.673148e-01  1.128389e+00  0.524588
1.051389e+00  60.240139  8.680961e-01  1.130423e+00  0.532409
1.052960e+00  60.330184  8.688752e-01  1.132453e+00  0.540200
1.054532e+00  60.420229  8.696521e-01  1.134479e+00  0.547964
1.056104e+00  60.510274  8.704269e-01  1.136501e+00  0.555699
1.057675e+00  60.600319  8.711995e-01  1.138520e+00  0.563406
1.059247e+00  60.690364  8.719700e-01  1.140534e+00  0.571084
1.060818e+00  60.780409  8.727384e-01  1.142545e+00  0.578734
1.062390e+00  60.870454  8.735046e-01  1.144552e+00  0.586356
1.063961e+00  60.960499  8.742686e-01  1.146555e+00  0.593950
1.065533e+00  61.050544  8.750305e-01  1.148555e+00  0.601516
1.067105e+00  61.140589  8.757902e-01  1.150550e+00  0.609054
1.068676e+00  61.230634  8.765477e-01  1.152541e+00  0.616564
1.070248e+00  61.320679  8.773031e-01  1.154528e+00  0.624046
1.071819e+00  61.410724  8.780563e-01  1.156512e+00  0.631500
1.073391e+00  61.500769  8.788073e-01  1.158491e+00  0.638926
1.074962e+00  61.590813  8.795562e-01  1.160466e+00  0.646325
1.076534e+00  61.680858  8.803029e-01  1.162437e+00  0.653695
1.078106e+00  61.770903  8.810474e-01  1.164404e+00  0.661038
1.079677e+00  61.860948  8.817898e-01  1.166367e+00  0.668354
1.081249e+00  61.950993  8.825299e-01  1.168326e+00  0.675642
1.082820e+00  62.041038  8.832679e-01  1.170281e+00  0.682902
1.084392e+00  62.131083  8.840037e-01  1.172232e+00  0.690135
1.085964e+00  62.221128  8.847374e-01  1.174178e+00  0.697340
1.087535e+00  62.311173  8.854688e-01  1.176120e+00  0.704518
1.089107e+00  62.401218  8.861981e-01  1.178059e+00  0.711669
1.090678e+00  62.491263  8.869251e-01  1.179992e+00  0.718792
1.092250e+00  62.581308  8.876500e-01  1.181922e+00  0.725888
1.093821e+00  62.671353  8.883727e-01  1.183847e+00  0.732957
1.095393e+00  62.761398  8.890932e-01  1.185768e+00  0.739998
1.096965e+00  62.851443  8.898115e-01  1.187685e+00  0.747013
1.098536e+00  62.941488  8.905275e-01  1.189597e+00  0.754000
1.100108e+00  63.031533  8.912414e-01  1.191505e+00  0.760960
1.101679e+00  63.121578  8.919531e-01  1.193409e+00  0.767894
1.103251e+00  63.211623  8.926626e-01  1.195308e+00  0.774800
1.104823e+00  63.301668  8.933699e-01  1.197203e+00  0.781679
1.106394e+00  63.391713  8.940750e-01  1.199094e+00  0.788532
1.107966e+00  63.481758  8.947779e-01  1.200980e+00  0.795357
1.109537e+00  63.571803  8.954785e-01  1.202861e+00  0.802156
1.111109e+00  63.661848  8.961770e-01  1.204739e+00  0.808928
1.112680e+00  63.751893  8.968732e-01  1.206611e+00  0.815674
1.114252e+00  63.841938  8.975672e-01  1.208479e+00  0.822392
1.115824e+00  63.931983  8.982590e-01  1.210343e+00  0.829085
1.117395e+00  64.022028  8.989486e-01  1.212202e+00  0.835750
1.118967e+00  64.112073  8.996360e-01  1.214057e+00  0.842389
1.120538e+00  64.202117  9.003211e-01  1.215906e+00  0.849001
1.122110e+00  64.292162  9.010040e-01  1.217752e+00  0.855587
1.123681e+00  64.382207  9.016847e-01  1.219592e+00  0.862147
1.125253e+00  64.472252  9.023632e-01  1.221428e+00  0.868680
1.126825e+00  64.562297  9.030394e-01  1.223260e+00  0.875187
1.128396e+00  64.652342  9.037134e-01  1.225086e+00  0.881667
1.129968e+00  64.742387  9.043852e-01  1.226908e+00  0.888122
1.131539e+00  64.832432  9.050547e-01  1.228726e+00  0.894550
1.133111e+00  64.922477  9.057220e-01  1.230538e+00  0.900952
1.134683e+00  65.012522  9.063871e-01  1.232346e+00  0.907327
1.136254e+00  65.102567  9.070499e-01  1.234149e+00  0.913677
1.137826e+00  65.192612  9.077105e-01  1.235947e+00  0.920000
1.139397e+00  65.282657  9.083689e-01  1.237741e+00  0.926298
1.140969e+00  65.372702  9.090250e-01  1.239530e+00  0.932569
1.142540e+00  65.462747  9.096788e-01  1.241313e+00  0.938815
1.144112e+00  65.552792  9.103304e-01  1.243092e+00  0.945034
1.145684e+00  65.642837  9.109798e-01  1.244866e+00  0.951228
1.147255e+00  65.732882  9.116269e-01  1.246636e+00  0.957396
1.148827e+00  65.822927  9.122718e-01  1.248400e+00  0.963537
1.150398e+00  65.912972  9.129144e-01  1.250159e+00  0.969654
1.151970e+00  66.003017  9.135547e-01  1.251914e+00  0.975744
1.153542e+00  66.093062  9.141928e-01  1.253663e+00  0.981809
1.155113e+00  66.183107  9.148287e-01  1.255408e+00  0.987848
1.156685e+00  66.273152  9.154622e-01  1.257147e+00  0.993861
1.158256e+00  66.363197  9.160936e-01  1.258882e+00  0.999849
1.159828e+00  66.453242  9.167226e-01  1.260611e+00  1.005812
1.161399e+00  66.543287  9.173494e-01  1.262336e+00  1.011748
1.162971e+00  66.633332  9.179739e-01  1.264055e+00  1.017660
1.164543e+00  66.723376  9.185962e-01  1.265769e+00  1.023545
1.166114e+00  66.813421  9.192162e-01  1.267478e+00  1.029406
1.167686e+00  66.903466  9.198339e-01  1.269183e+00  1.035241
1.169257e+00  66.993511  9.204493e-01  1.270881e+00  1.041050
1.170829e+00  67.083556  9.210625e-01  1.272575e+00  1.046835
1.172401e+00  67.173601  9.216734e-01  1.274264e+00  1.052594
1.173972e+00  67.263646  9.222820e-01  1.275947e+00  1.058327
1.175544e+00  67.353691  9.228883e-01  1.277626e+00  1.064036
1.177115e+00  67.443736  9.234924e-01  1.279299e+00  1.069719
1.178687e+00  67.533781  9.240942e-01  1.280966e+00  1.075378
1.180258e+00  67.623826  9.246937e-01  1.282629e+00  1.081011
1.181830e+00  67.713871  9.252909e-01  1.284286e+00  1.086619
1.183402e+00  67.803916  9.258858e-01  1.285938e+00  1.092201
1.184973e+00  67.893961  9.264785e-01  1.287585e+00  1.097759
1.186545e+00  67.984006  9.270688e-01  1.289227e+00  1.103292
1.188116e+00  68.074051  9.276569e-01  1.290863e+00  1.108800
1.189688e+00  68.164096  9.282427e-01  1.292493e+00  1.114283
1.191259e+00  68.254141  9.288261e-01  1.294119e+00  1.119741
1.192831e+00  68.344186  9.294073e-01  1.295739e+00  1.125175
1.194403e+00  68.434231  9.299862e-01  1.297353e+00  1.130583
1.195974e+00  68.524276  9.305628e-01  1.298963e+00  1.135967
1.197546e+00  68.614321  9.311371e-01  1.300566e+00  1.141325
1.199117e+00  68.704366  9.317091e-01  1.302165e+00  1.146659
1.200689e+00  68.794411  9.322788e-01  1.303758e+00  1.151969
1.202261e+00  68.884456  9.328462e-01  1.305345e+00  1.157253
1.203832e+00  68.974501  9.334112e-01  1.306927e+00  1.162513
1.205404e+00  69.064546  9.339740e-01  1.308503e+00  1.167749
1.206975e+00  69.154591  9.345345e-01  1.310074e+00  1.172960
1.208547e+00  69.244636  9.350927e-01  1.311640e+00  1.178146
1.210118e+00  69.334680  9.356485e-01  1.313200e+00  1.183307
1.211690e+00  69.424725  9.362021e-01  1.314754e+00  1.188445
1.213262e+00  69.514770  9.367533e-01  1.316303e+00  1.193557
1.214833e+00  69.604815  9.373022e-01  1.317846e+00  1.198646
1.216405e+00  69.694860  9.378488e-01  1.319383e+00  1.203709
1.217976e+00  69.784905  9.383931e-01  1.320915e+00  1.208749
1.219548e+00  69.874950  9.389351e-01  1.322441e+00  1.213764
1.221120e+00  69.964995  9.394747e-01  1.323962e+00  1.218755
1.222691e+00  70.055040  9.400120e-01  1.325477e+00  1.223721
1.224263e+00  70.145085  9.405470e-01  1.326986e+00  1.228663
1.225834e+00  70.235130  9.410797e-01  1.328489e+00  1.233581
1.227406e+00  70.325175  9.416101e-01  1.329987e+00  1.238475
1.228977e+00  70.415220  9.421381e-01  1.331479e+00  1.243344
1.230549e+00  70.505265  9.426638e-01  1.332966e+00  1.248190
1.232121e+00  70.595310  9.431872e-01  1.334446e+00  1.253011
1.233692e+00  70.685355  9.437082e-01  1.335921e+00  1.257808
1.235264e+00  70.775400  9.442270e-01  1.337390e+00  1.262581
1.236835e+00  70.865445  9.447433e-01  1.338853e+00  1.267330
1.238407e+00  70.955490  9.452574e-01  1.340311e+00  1.272054
1.239979e+00  71.045535  9.457691e-01  1.341762e+00  1.276755
1.241550e+00  71.135580  9.462785e-01  1.343208e+00  1.281432
1.243122e+00  71.225625  9.467855e-01  1.344648e+00  1.286085
1.244693e+00  71.315670  9.472902e-01  1.346082e+00  1.290714
1.246265e+00  71.405715  9.477926e-01  1.347510e+00  1.295319
1.247836e+00  71.495760  9.482926e-01  1.348932e+00  1.299900
