theta_deg D_times D_dB
69.69 3.435427e-03 -24.640193
69.78 3.448006e-03 -24.624320
69.87 3.460587e-03 -24.608502
69.96 3.473171e-03 -24.592738
70.06 3.485758e-03 -24.577028
70.15 3.498345e-03 -24.561374
70.24 3.510934e-03 -24.545774
70.33 3.523522e-03 -24.530230
70.42 3.536111e-03 -24.514741
70.51 3.548699e-03 -24.499308
70.60 3.561286e-03 -24.483932
70.69 3.573871e-03 -24.468612
70.78 3.586453e-03 -24.453348
70.87 3.599033e-03 -24.438141
70.96 3.611610e-03 -24.422992
71.05 3.624182e-03 -24.407900
71.14 3.636750e-03 -24.392865
71.23 3.649313e-03 -24.377889
71.32 3.661871e-03 -24.362970
71.41 3.674422e-03 -24.348110
71.50 3.686966e-03 -24.333308
71.59 3.699503e-03 -24.318566
71.68 3.712033e-03 -24.303882
71.77 3.724554e-03 -24.289258
71.86 3.737066e-03 -24.274693
71.95 3.749568e-03 -24.260187
72.04 3.762061e-03 -24.245742
72.13 3.774542e-03 -24.231357
72.22 3.787013e-03 -24.217032
72.31 3.799471e-03 -24.202768
72.40 3.811918e-03 -24.188565
72.49 3.824351e-03 -24.174423
72.58 3.836771e-03 -24.160342
72.67 3.849176e-03 -24.146322
72.76 3.861567e-03 -24.132364
72.85 3.873943e-03 -24.118468
72.94 3.886303e-03 -24.104634
73.03 3.898646e-03 -24.090862
73.12 3.910972e-03 -24.077153
73.21 3.923281e-03 -24.063506
73.30 3.935571e-03 -24.049922
73.39 3.947843e-03 -24.036401
73.48 3.960095e-03 -24.022944
73.57 3.972328e-03 -24.009549
73.66 3.984539e-03 -23.996219
73.75 3.996730e-03 -23.982952
73.84 4.008899e-03 -23.969749
73.93 4.021046e-03 -23.956610
74.02 4.033169e-03 -23.943536
74.11 4.045269e-03 -23.930526
74.20 4.057345e-03 -23.917580
74.29 4.069397e-03 -23.904700
74.38 4.081422e-03 -23.891884
74.47 4.093423e-03 -23.879134
74.56 4.105396e-03 -23.866449
74.65 4.117343e-03 -23.853830
74.74 4.129261e-03 -23.841276
74.83 4.141152e-03 -23.828789
74.92 4.153013e-03 -23.816367
75.01 4.164845e-03 -23.804011
75.10 4.176647e-03 -23.791722
75.19 4.188419e-03 -23.779499
75.28 4.200159e-03 -23.767343
75.37 4.211867e-03 -23.755254
75.46 4.223543e-03 -23.743231
75.55 4.235185e-03 -23.731276
75.64 4.246794e-03 -23.719388
75.73 4.258369e-03 -23.707567
75.82 4.269908e-03 -23.695814
75.91 4.281413e-03 -23.684129
76.00 4.292881e-03 -23.672512
76.09 4.304312e-03 -23.660962
76.18 4.315707e-03 -23.649481
76.27 4.327063e-03 -23.638068
76.36 4.338381e-03 -23.626723
76.45 4.349660e-03 -23.615447
76.54 4.360900e-03 -23.604239
76.63 4.372099e-03 -23.593101
76.72 4.383257e-03 -23.582031
76.81 4.394374e-03 -23.571030
76.90 4.405449e-03 -23.560099
76.99 4.416481e-03 -23.549236
77.08 4.427470e-03 -23.538444
77.17 4.438415e-03 -23.527721
77.26 4.449316e-03 -23.517067
77.35 4.460172e-03 -23.506484
77.44 4.470983e-03 -23.495970
77.53 4.481747e-03 -23.485527
77.62 4.492465e-03 -23.475153
77.71 4.503135e-03 -23.464850
77.80 4.513758e-03 -23.454618
77.89 4.524332e-03 -23.444456
77.98 4.534857e-03 -23.434364
78.07 4.545332e-03 -23.424344
78.16 4.555758e-03 -23.414394
78.25 4.566132e-03 -23.404515
78.34 4.576456e-03 -23.394707
78.43 4.586727e-03 -23.384971
78.52 4.596946e-03 -23.375306
78.61 4.607112e-03 -23.365712
78.70 4.617225e-03 -23.356190
78.79 4.627283e-03 -23.346739
78.88 4.637287e-03 -23.337361
78.97 4.647235e-03 -23.328054
79.06 4.657128e-03 -23.318818
79.15 4.666964e-03 -23.309655
79.24 4.676743e-03 -23.300565
79.33 4.686465e-03 -23.291546
79.42 4.696129e-03 -23.282599
79.51 4.705735e-03 -23.273726
79.60 4.715281e-03 -23.264924
79.69 4.724768e-03 -23.256195
79.78 4.734194e-03 -23.247539
79.87 4.743560e-03 -23.238956
79.96 4.752865e-03 -23.230445
80.05 4.762108e-03 -23.222008
80.14 4.771289e-03 -23.213643
80.23 4.780406e-03 -23.205352
80.32 4.789461e-03 -23.197134
80.41 4.798452e-03 -23.188989
80.50 4.807378e-03 -23.180917
80.59 4.816239e-03 -23.172919
80.68 4.825035e-03 -23.164995
80.77 4.833766e-03 -23.157144
80.86 4.842430e-03 -23.149367
80.95 4.851026e-03 -23.141664
81.04 4.859556e-03 -23.134034
81.13 4.868018e-03 -23.126479
81.22 4.876411e-03 -23.118997
81.31 4.884735e-03 -23.111590
81.40 4.892991e-03 -23.104256
81.49 4.901176e-03 -23.096997
81.58 4.909291e-03 -23.089812
81.67 4.917335e-03 -23.082702
81.76 4.925308e-03 -23.075666
81.85 4.933209e-03 -23.068705
81.94 4.941038e-03 -23.061818
82.03 4.948795e-03 -23.055005
82.12 4.956478e-03 -23.048268
82.21 4.964088e-03 -23.041605
82.30 4.971624e-03 -23.035017
82.39 4.979086e-03 -23.028504
82.48 4.986472e-03 -23.022066
82.57 4.993783e-03 -23.015703
82.66 5.001019e-03 -23.009415
82.75 5.008178e-03 -23.003202
82.84 5.015261e-03 -22.997065
82.93 5.022267e-03 -22.991002
83.02 5.029195e-03 -22.985015
83.11 5.036045e-03 -22.979104
83.20 5.042818e-03 -22.973267
83.29 5.049511e-03 -22.967507
83.38 5.056126e-03 -22.961821
83.47 5.062661e-03 -22.956212
83.56 5.069116e-03 -22.950678
83.65 5.075491e-03 -22.945219
83.74 5.081785e-03 -22.939837
83.83 5.087999e-03 -22.934530
83.92 5.094131e-03 -22.929299
84.01 5.100181e-03 -22.924144
84.10 5.106149e-03 -22.919065
84.19 5.112035e-03 -22.914062
84.28 5.117838e-03 -22.909135
84.37 5.123558e-03 -22.904284
84.46 5.129194e-03 -22.899509
84.55 5.134746e-03 -22.894810
84.64 5.140214e-03 -22.890188
84.73 5.145598e-03 -22.885641
84.82 5.150897e-03 -22.881171
84.91 5.156111e-03 -22.876778
85.00 5.161239e-03 -22.872460
85.09 5.166281e-03 -22.868219
85.18 5.171238e-03 -22.864055
85.27 5.176108e-03 -22.859967
85.36 5.180891e-03 -22.855956
85.45 5.185587e-03 -22.852021
85.54 5.190196e-03 -22.848162
85.63 5.194718e-03 -22.844381
85.72 5.199151e-03 -22.840675
85.81 5.203497e-03 -22.837047
85.90 5.207754e-03 -22.833495
85.99 5.211922e-03 -22.830021
86.08 5.216002e-03 -22.826622
86.17 5.219993e-03 -22.823301
86.26 5.223894e-03 -22.820057
86.35 5.227705e-03 -22.816889
86.44 5.231427e-03 -22.813798
86.53 5.235059e-03 -22.810785
86.62 5.238600e-03 -22.807848
86.71 5.242051e-03 -22.804988
86.80 5.245411e-03 -22.802205
86.89 5.248680e-03 -22.799499
86.98 5.251858e-03 -22.796870
87.07 5.254945e-03 -22.794319
87.16 5.257940e-03 -22.791844
87.25 5.260843e-03 -22.789446
87.34 5.263655e-03 -22.787126
87.43 5.266374e-03 -22.784883
87.52 5.269001e-03 -22.782717
87.61 5.271536e-03 -22.780628
87.70 5.273979e-03 -22.778616
87.79 5.276328e-03 -22.776682
87.88 5.278585e-03 -22.774825
87.97 5.280749e-03 -22.773045
88.06 5.282819e-03 -22.771342
88.15 5.284797e-03 -22.769717
88.24 5.286681e-03 -22.768169
88.33 5.288472e-03 -22.766698
88.42 5.290169e-03 -22.765305
88.51 5.291772e-03 -22.763989
88.60 5.293281e-03 -22.762750
88.69 5.294697e-03 -22.761589
88.78 5.296019e-03 -22.760505
88.87 5.297246e-03 -22.759498
88.96 5.298380e-03 -22.758569
89.05 5.299419e-03 -22.757717
89.14 5.300364e-03 -22.756943
89.23 5.301215e-03 -22.756246
89.32 5.301971e-03 -22.755627
89.41 5.302633e-03 -22.755085
89.50 5.303200e-03 -22.754620
89.59 5.303673e-03 -22.754233
89.68 5.304051e-03 -22.753923
89.77 5.304335e-03 -22.753691
89.86 5.304524e-03 -22.753536
89.95 5.304619e-03 -22.753458
90.05 5.304619e-03 -22.753458
90.14 5.304524e-03 -22.753536
90.23 5.304335e-03 -22.753691
90.32 5.304051e-03 -22.753923
90.41 5.303673e-03 -22.754233
90.50 5.303200e-03 -22.754620
90.59 5.302633e-03 -22.755085
90.68 5.301971e-03 -22.755627
90.77 5.301215e-03 -22.756246
90.86 5.300364e-03 -22.756943
90.95 5.299419e-03 -22.757717
91.04 5.298380e-03 -22.758569
91.13 5.297246e-03 -22.759498
91.22 5.296019e-03 -22.760505
91.31 5.294697e-03 -22.761589
91.40 5.293281e-03 -22.762750
91.49 5.291772e-03 -22.763989
91.58 5.290169e-03 -22.765305
91.67 5.288472e-03 -22.766698
91.76 5.286681e-03 -22.768169
91.85 5.284797e-03 -22.769717
91.94 5.282819e-03 -22.771342
92.03 5.280749e-03 -22.773045
92.12 5.278585e-03 -22.774825
92.21 5.276328e-03 -22.776682
92.30 5.273979e-03 -22.778616
92.39 5.271536e-03 -22.780628
92.48 5.269001e-03 -22.782717
92.57 5.266374e-03 -22.784883
92.66 5.263655e-03 -22.787126
92.75 5.260843e-03 -22.789446
92.84 5.257940e-03 -22.791844
92.93 5.254945e-03 -22.794319
93.02 5.251858e-03 -22.796870
93.11 5.248680e-03 -22.799499
93.20 5.245411e-03 -22.802205
93.29 5.242051e-03 -22.804988
93.38 5.238600e-03 -22.807848
93.47 5.235059e-03 -22.810785
93.56 5.231427e-03 -22.813798
93.65 5.227705e-03 -22.816889
93.74 5.223894e-03 -22.820057
93.83 5.219993e-03 -22.823301
93.92 5.216002e-03 -22.826622
94.01 5.211922e-03 -22.830021
94.10 5.207754e-03 -22.833495
94.19 5.203497e-03 -22.837047
94.28 5.199151e-03 -22.840675
94.37 5.194718e-03 -22.844381
94.46 5.190196e-03 -22.848162
94.55 5.185587e-03 -22.852021
94.64 5.180891e-03 -22.855956
94.73 5.176108e-03 -22.859967
94.82 5.171238e-03 -22.864055
94.91 5.166281e-03 -22.868219
95.00 5.161239e-03 -22.872460
95.09 5.156111e-03 -22.876778
95.18 5.150897e-03 -22.881171
95.27 5.145598e-03 -22.885641
95.36 5.140214e-03 -22.890188
95.45 5.134746e-03 -22.894810
95.54 5.129194e-03 -22.899509
95.63 5.123558e-03 -22.904284
95.72 5.117838e-03 -22.909135
95.81 5.112035e-03 -22.914062
95.90 5.106149e-03 -22.919065
95.99 5.100181e-03 -22.924144
96.08 5.094131e-03 -22.929299
96.17 5.087999e-03 -22.934530
96.26 5.081785e-03 -22.939837
96.35 5.075491e-03 -22.945219
96.44 5.069116e-03 -22.950678
96.53 5.062661e-03 -22.956212
96.62 5.056126e-03 -22.961821
96.71 5.049511e-03 -22.967507
96.80 5.042818e-03 -22.973267
96.89 5.036045e-03 -22.979104
96.98 5.029195e-03 -22.985015
97.07 5.022267e-03 -22.991002
97.16 5.015261e-03 -22.997065
97.25 5.008178e-03 -23.003202
97.34 5.001019e-03 -23.009415
97.43 4.993783e-03 -23.015703
97.52 4.986472e-03 -23.022066
97.61 4.979086e-03 -23.028504
97.70 4.971624e-03 -23.035017
97.79 4.964088e-03 -23.041605
97.88 4.956478e-03 -23.048268
97.97 4.948795e-03 -23.055005
98.06 4.941038e-03 -23.061818
98.15 4.933209e-03 -23.068705
98.24 4.925308e-03 -23.075666
98.33 4.917335e-03 -23.082702
98.42 4.909291e-03 -23.089812
98.51 4.901176e-03 -23.096997
98.60 4.892991e-03 -23.104256
98.69 4.884735e-03 -23.111590
98.78 4.876411e-03 -23.118997
98.87 4.868018e-03 -23.126479
98.96 4.859556e-03 -23.134034
99.05 4.851026e-03 -23.141664
99.14 4.842430e-03 -23.149367
99.23 4.833766e-03 -23.157144
99.32 4.825035e-03 -23.164995
99.41 4.816239e-03 -23.172919
99.50 4.807378e-03 -23.180917
99.59 4.798452e-03 -23.188989
99.68 4.789461e-03 -23.197134
99.77 4.780406e-03 -23.205352
99.86 4.771289e-03 -23.213643
99.95 4.762108e-03 -23.222008
100.04 4.752865e-03 -23.230445
100.13 4.743560e-03 -23.238956
100.22 4.734194e-03 -23.247539
100.31 4.724768e-03 -23.256195
100.40 4.715281e-03 -23.264924
100.49 4.705735e-03 -23.273726
100.58 4.696129e-03 -23.282599
100.67 4.686465e-03 -23.291546
100.76 4.676743e-03 -23.300565
100.85 4.666964e-03 -23.309655
100.94 4.657128e-03 -23.318818
101.03 4.647235e-03 -23.328054
101.12 4.637287e-03 -23.337361
101.21 4.627283e-03 -23.346739
101.30 4.617225e-03 -23.356190
101.39 4.607112e-03 -23.365712
101.48 4.596946e-03 -23.375306
101.57 4.586727e-03 -23.384971
101.66 4.576456e-03 -23.394707
101.75 4.566132e-03 -23.404515
101.84 4.555758e-03 -23.414394
101.93 4.545332e-03 -23.424344
102.02 4.534857e-03 -23.434364
102.11 4.524332e-03 -23.444456
102.20 4.513758e-03 -23.454618
102.29 4.503135e-03 -23.464850
102.38 4.492465e-03 -23.475153
102.47 4.481747e-03 -23.485527
102.56 4.470983e-03 -23.495970
102.65 4.460172e-03 -23.506484
102.74 4.449316e-03 -23.517067
102.83 4.438415e-03 -23.527721
102.92 4.427470e-03 -23.538444
103.01 4.416481e-03 -23.549236
103.10 4.405449e-03 -23.560099
103.19 4.394374e-03 -23.571030
103.28 4.383257e-03 -23.582031
103.37 4.372099e-03 -23.593101
103.46 4.360900e-03 -23.604239
103.55 4.349660e-03 -23.615447
103.64 4.338381e-03 -23.626723
103.73 4.327063e-03 -23.638068
103.82 4.315707e-03 -23.649481
103.91 4.304312e-03 -23.660962
104.00 4.292881e-03 -23.672512
104.09 4.281413e-03 -23.684129
104.18 4.269908e-03 -23.695814
104.27 4.258369e-03 -23.707567
104.36 4.246794e-03 -23.719388
104.45 4.235185e-03 -23.731276
104.54 4.223543e-03 -23.743231
104.63 4.211867e-03 -23.755254
104.72 4.200159e-03 -23.767343
104.81 4.188419e-03 -23.779499
104.90 4.176647e-03 -23.791722
104.99 4.164845e-03 -23.804011
105.08 4.153013e-03 -23.816367
105.17 4.141152e-03 -23.828789
105.26 4.129261e-03 -23.841276
105.35 4.117343e-03 -23.853830
105.44 4.105396e-03 -23.866449
105.53 4.093423e-03 -23.879134
105.62 4.081422e-03 -23.891884
105.71 4.069397e-03 -23.904700
105.80 4.057345e-03 -23.917580
105.89 4.045269e-03 -23.930526
105.98 4.033169e-03 -23.943536
106.07 4.021046e-03 -23.956610
106.16 4.008899e-03 -23.969749
106.25 3.996730e-03 -23.982952
106.34 3.984539e-03 -23.996219
106.43 3.972328e-03 -24.009549
106.52 3.960095e-03 -24.022944
106.61 3.947843e-03 -24.036401
106.70 3.935571e-03 -24.049922
106.79 3.923281e-03 -24.063506
106.88 3.910972e-03 -24.077153
106.97 3.898646e-03 -24.090862
107.06 3.886303e-03 -24.104634
107.15 3.873943e-03 -24.118468
107.24 3.861567e-03 -24.132364
107.33 3.849176e-03 -24.146322
107.42 3.836771e-03 -24.160342
107.51 3.824351e-03 -24.174423
107.60 3.811918e-03 -24.188565
107.69 3.799471e-03 -24.202768
107.78 3.787013e-03 -24.217032
107.87 3.774542e-03 -24.231357
107.96 3.762061e-03 -24.245742
108.05 3.749568e-03 -24.260187
108.14 3.737066e-03 -24.274693
108.23 3.724554e-03 -24.289258
108.32 3.712033e-03 -24.303882
108.41 3.699503e-03 -24.318566
108.50 3.686966e-03 -24.333308
108.59 3.674422e-03 -24.348110
108.68 3.661871e-03 -24.362970
108.77 3.649313e-03 -24.377889
108.86 3.636750e-03 -24.392865
108.95 3.624182e-03 -24.407900
109.04 3.611610e-03 -24.422992
109.13 3.599033e-03 -24.438141
109.22 3.586453e-03 -24.453348
109.31 3.573871e-03 -24.468612
109.40 3.561286e-03 -24.483932
109.49 3.548699e-03 -24.499308
109.58 3.536111e-03 -24.514741
109.67 3.523522e-03 -24.530230
109.76 3.510934e-03 -24.545774
109.85 3.498345e-03 -24.561374
109.94 3.485758e-03 -24.577028
110.04 3.473171e-03 -24.592738
110.13 3.460587e-03 -24.608502
110.22 3.448006e-03 -24.624320
110.31 3.435427e-03 -24.640193
110.40 3.422852e-03 -24.656119
110.49 3.410281e-03 -24.672098
110.58 3.397715e-03 -24.688131
110.67 3.385153e-03 -24.704216
110.76 3.372598e-03 -24.720355
110.85 3.360048e-03 -24.736545
110.94 3.347505e-03 -24.752788
111.03 3.334969e-03 -24.769082
111.12 3.322441e-03 -24.785428
111.21 3.309920e-03 -24.801824
111.30 3.297409e-03 -24.818272
111.39 3.284906e-03 -24.834770
111.48 3.272413e-03 -24.851319
111.57 3.259930e-03 -24.867917
111.66 3.247458e-03 -24.884565
111.75 3.234997e-03 -24.901262
111.84 3.222547e-03 -24.918008
111.93 3.210109e-03 -24.934802
112.02 3.197684e-03 -24.951645
112.11 3.185271e-03 -24.968536
112.20 3.172872e-03 -24.985474
112.29 3.160487e-03 -25.002460
112.38 3.148116e-03 -25.019493
112.47 3.135760e-03 -25.036572
112.56 3.123419e-03 -25.053698
112.65 3.111093e-03 -25.070869
112.74 3.098784e-03 -25.088087
112.83 3.086492e-03 -25.105349
112.92 3.074216e-03 -25.122656
113.01 3.061958e-03 -25.140008
113.10 3.049718e-03 -25.157404
113.19 3.037496e-03 -25.174843
113.28 3.025293e-03 -25.192326
113.37 3.013109e-03 -25.209852
113.46 3.000944e-03 -25.227421
113.55 2.988800e-03 -25.245032
113.64 2.976676e-03 -25.262685
113.73 2.964573e-03 -25.280379
113.82 2.952491e-03 -25.298114
113.91 2.940431e-03 -25.315891
114.00 2.928393e-03 -25.333707
114.09 2.916377e-03 -25.351564
114.18 2.904384e-03 -25.369460
114.27 2.892415e-03 -25.387395
114.36 2.880469e-03 -25.405368
114.45 2.868547e-03 -25.423380
114.54 2.856649e-03 -25.441430
114.63 2.844777e-03 -25.459518
114.72 2.832930e-03 -25.477642
114.81 2.821108e-03 -25.495803
114.90 2.809312e-03 -25.514001
114.99 2.797542e-03 -25.532234
115.08 2.785799e-03 -25.550502
115.17 2.774083e-03 -25.568805
115.26 2.762395e-03 -25.587142
115.35 2.750734e-03 -25.605514
115.44 2.739101e-03 -25.623919
115.53 2.727497e-03 -25.642357
115.62 2.715922e-03 -25.660828
115.71 2.704375e-03 -25.679330
115.80 2.692858e-03 -25.697865
115.89 2.681371e-03 -25.716430
115.98 2.669914e-03 -25.735027
116.07 2.658488e-03 -25.753653
116.16 2.647092e-03 -25.772309
116.25 2.635728e-03 -25.790995
116.34 2.624394e-03 -25.809709
116.43 2.613093e-03 -25.828451
116.52 2.601824e-03 -25.847221
116.61 2.590587e-03 -25.866019
116.70 2.579382e-03 -25.884843
116.79 2.568211e-03 -25.903693
116.88 2.557073e-03 -25.922570
116.97 2.545968e-03 -25.941471
117.06 2.534897e-03 -25.960397
117.15 2.523860e-03 -25.979347
117.24 2.512858e-03 -25.998320
117.33 2.501891e-03 -26.017317
117.42 2.490958e-03 -26.036336
117.51 2.480060e-03 -26.055377
117.60 2.469199e-03 -26.074440
117.69 2.458373e-03 -26.093523
117.78 2.447582e-03 -26.112627
117.87 2.436829e-03 -26.131750
117.96 2.426111e-03 -26.150892
118.05 2.415431e-03 -26.170054
118.14 2.404788e-03 -26.189233
118.23 2.394182e-03 -26.208429
118.32 2.383613e-03 -26.227642
118.41 2.373083e-03 -26.246872
118.50 2.362590e-03 -26.266117
118.59 2.352135e-03 -26.285377
118.68 2.341720e-03 -26.304651
118.77 2.331342e-03 -26.323939
118.86 2.321004e-03 -26.343241
118.95 2.310705e-03 -26.362555
119.04 2.300445e-03 -26.381881
119.13 2.290225e-03 -26.401218
119.22 2.280045e-03 -26.420566
119.31 2.269905e-03 -26.439924
119.40 2.259804e-03 -26.459291
119.49 2.249745e-03 -26.478667
119.58 2.239726e-03 -26.498051
119.67 2.229748e-03 -26.517443
119.76 2.219810e-03 -26.536841
119.85 2.209914e-03 -26.556246
119.94 2.200060e-03 -26.575655
120.03 2.190247e-03 -26.595070
120.12 2.180475e-03 -26.614488
120.21 2.170746e-03 -26.633910
120.30 2.161059e-03 -26.653335
120.39 2.151414e-03 -26.672761
120.48 2.141811e-03 -26.692189
120.57 2.132251e-03 -26.711617
120.66 2.122734e-03 -26.731045
120.75 2.113259e-03 -26.750472
120.84 2.103828e-03 -26.769898
120.93 2.094440e-03 -26.789321
121.02 2.085095e-03 -26.808741
121.11 2.075794e-03 -26.828157
121.20 2.066537e-03 -26.847569
121.29 2.057323e-03 -26.866975
121.38 2.048153e-03 -26.886375
121.47 2.039028e-03 -26.905768
121.56 2.029946e-03 -26.925154
121.65 2.020909e-03 -26.944531
121.74 2.011917e-03 -26.963900
121.83 2.002969e-03 -26.983258
121.92 1.994066e-03 -27.002605
122.01 1.985207e-03 -27.021941
122.10 1.976394e-03 -27.041265
122.19 1.967626e-03 -27.060575
122.28 1.958903e-03 -27.079872
122.37 1.950225e-03 -27.099154
122.46 1.941592e-03 -27.118420
122.55 1.933005e-03 -27.137669
122.64 1.924464e-03 -27.156902
122.73 1.915968e-03 -27.176116
122.82 1.907519e-03 -27.195312
122.91 1.899115e-03 -27.214488
123.00 1.890757e-03 -27.233643
123.09 1.882445e-03 -27.252777
123.18 1.874180e-03 -27.271888
123.27 1.865960e-03 -27.290976
123.36 1.857787e-03 -27.310040
123.45 1.849661e-03 -27.329080
123.54 1.841581e-03 -27.348093
123.63 1.833547e-03 -27.367079
123.72 1.825560e-03 -27.386038
123.81 1.817620e-03 -27.404969
123.90 1.809727e-03 -27.423870
123.99 1.801880e-03 -27.442741
124.08 1.794081e-03 -27.461580
124.17 1.786328e-03 -27.480388
124.26 1.778623e-03 -27.499162
124.35 1.770964e-03 -27.517902
124.44 1.763353e-03 -27.536607
124.53 1.755789e-03 -27.555277
124.62 1.748272e-03 -27.573909
124.71 1.740803e-03 -27.592504
124.80 1.733381e-03 -27.611060
124.89 1.726006e-03 -27.629576
124.98 1.718679e-03 -27.648052
125.07 1.711400e-03 -27.666486
125.16 1.704168e-03 -27.684877
125.25 1.696983e-03 -27.703225
125.34 1.689846e-03 -27.721528
125.43 1.682757e-03 -27.739785
125.52 1.675716e-03 -27.757996
125.61 1.668722e-03 -27.776159
125.70 1.661776e-03 -27.794274
125.79 1.654878e-03 -27.812339
125.88 1.648028e-03 -27.830354
125.97 1.641226e-03 -27.848317
126.06 1.634471e-03 -27.866227
126.15 1.627765e-03 -27.884083
126.24 1.621106e-03 -27.901885
126.33 1.614496e-03 -27.919631
126.42 1.607933e-03 -27.937320
126.51 1.601419e-03 -27.954951
126.60 1.594952e-03 -27.972524
126.69 1.588534e-03 -27.990036
126.78 1.582163e-03 -28.007487
126.87 1.575841e-03 -28.024876
126.96 1.569567e-03 -28.042202
127.05 1.563341e-03 -28.059464
127.14 1.557163e-03 -28.076660
127.23 1.551033e-03 -28.093790
127.32 1.544951e-03 -28.110853
127.41 1.538918e-03 -28.127846
127.50 1.532932e-03 -28.144770
127.59 1.526995e-03 -28.161624
127.68 1.521106e-03 -28.178405
127.77 1.515265e-03 -28.195113
127.86 1.509473e-03 -28.211747
127.95 1.503728e-03 -28.228306
128.04 1.498032e-03 -28.244789
128.13 1.492384e-03 -28.261194
128.22 1.486784e-03 -28.277520
128.31 1.481233e-03 -28.293766
128.40 1.475730e-03 -28.309932
128.49 1.470274e-03 -28.326016
128.58 1.464868e-03 -28.342016
128.67 1.459509e-03 -28.357932
128.76 1.454199e-03 -28.373763
128.85 1.448936e-03 -28.389507
128.94 1.443722e-03 -28.405163
129.03 1.438557e-03 -28.420731
129.12 1.433439e-03 -28.436208
129.21 1.428370e-03 -28.451594
129.30 1.423349e-03 -28.466887
129.39 1.418376e-03 -28.482087
129.48 1.413451e-03 -28.497193
129.57 1.408574e-03 -28.512202
129.66 1.403746e-03 -28.527114
129.75 1.398966e-03 -28.541928
129.84 1.394234e-03 -28.556642
129.93 1.389551e-03 -28.571256
130.02 1.384915e-03 -28.585768
130.12 1.380328e-03 -28.600177
130.21 1.375789e-03 -28.614482
130.30 1.371298e-03 -28.628681
130.39 1.366856e-03 -28.642774
130.48 1.362461e-03 -28.656759
130.57 1.358115e-03 -28.670635
130.66 1.353817e-03 -28.684401
130.75 1.349567e-03 -28.698055
130.84 1.345365e-03 -28.711597
130.93 1.341212e-03 -28.725025
131.02 1.337107e-03 -28.738339
131.11 1.333050e-03 -28.751536
131.20 1.329041e-03 -28.764615
131.29 1.325081e-03 -28.777577
131.38 1.321168e-03 -28.790418
131.47 1.317304e-03 -28.803139
131.56 1.313489e-03 -28.815737
131.65 1.309721e-03 -28.828212
131.74 1.306002e-03 -28.840563
131.83 1.302331e-03 -28.852787
131.92 1.298708e-03 -28.864885
132.01 1.295133e-03 -28.876855
132.10 1.291607e-03 -28.888695
132.19 1.288129e-03 -28.900405
132.28 1.284700e-03 -28.911983
132.37 1.281319e-03 -28.923428
132.46 1.277986e-03 -28.934739
132.55 1.274702e-03 -28.945915
132.64 1.271466e-03 -28.956954
132.73 1.268278e-03 -28.967856
132.82 1.265139e-03 -28.978618
132.91 1.262048e-03 -28.989241
133.00 1.259006e-03 -28.999722
133.09 1.256012e-03 -29.010061
133.18 1.253067e-03 -29.020256
133.27 1.250171e-03 -29.030307
133.36 1.247323e-03 -29.040211
133.45 1.244524e-03 -29.049968
133.54 1.241773e-03 -29.059578
133.63 1.239071e-03 -29.069037
133.72 1.236418e-03 -29.078346
133.81 1.233814e-03 -29.087503
133.90 1.231259e-03 -29.096507
133.99 1.228752e-03 -29.105357
134.08 1.226294e-03 -29.114052
134.17 1.223886e-03 -29.122591
134.26 1.221526e-03 -29.130972
134.35 1.219216e-03 -29.139194
134.44 1.216955e-03 -29.147256
134.53 1.214742e-03 -29.155158
134.62 1.212580e-03 -29.162897
134.71 1.210466e-03 -29.170474
134.80 1.208402e-03 -29.177886
134.89 1.206387e-03 -29.185132
134.98 1.204422e-03 -29.192212
135.07 1.202507e-03 -29.199125
135.16 1.200641e-03 -29.205869
135.25 1.198825e-03 -29.212443
135.34 1.197059e-03 -29.218846
135.43 1.195342e-03 -29.225077
135.52 1.193676e-03 -29.231135
135.61 1.192060e-03 -29.237020
135.70 1.190494e-03 -29.242729
135.79 1.188978e-03 -29.248262
135.88 1.187513e-03 -29.253617
135.97 1.186098e-03 -29.258795
136.06 1.184734e-03 -29.263793
136.15 1.183420e-03 -29.268611
136.24 1.182157e-03 -29.273248
136.33 1.180945e-03 -29.277702
136.42 1.179784e-03 -29.281973
136.51 1.178675e-03 -29.286060
136.60 1.177616e-03 -29.289962
136.69 1.176609e-03 -29.293677
136.78 1.175654e-03 -29.297205
136.87 1.174750e-03 -29.300545
136.96 1.173898e-03 -29.303695
137.05 1.173098e-03 -29.306656
137.14 1.172350e-03 -29.309425
137.23 1.171655e-03 -29.312003
137.32 1.171012e-03 -29.314388
137.41 1.170421e-03 -29.316579
137.50 1.169883e-03 -29.318575
137.59 1.169398e-03 -29.320376
137.68 1.168966e-03 -29.321981
137.77 1.168587e-03 -29.323388
137.86 1.168262e-03 -29.324597
137.95 1.167990e-03 -29.325607
138.04 1.167773e-03 -29.326417
138.13 1.167609e-03 -29.327027
138.22 1.167499e-03 -29.327435
138.31 1.167444e-03 -29.327640
138.40 1.167443e-03 -29.327643
138.49 1.167497e-03 -29.327442
138.58 1.167606e-03 -29.327036
138.67 1.167771e-03 -29.326425
138.76 1.167990e-03 -29.325607
138.85 1.168266e-03 -29.324583
138.94 1.168597e-03 -29.323350
139.03 1.168985e-03 -29.321910
139.12 1.169429e-03 -29.320260
139.21 1.169930e-03 -29.318401
139.30 1.170488e-03 -29.316331
139.39 1.171103e-03 -29.314050
139.48 1.171775e-03 -29.311557
139.57 1.172505e-03 -29.308852
